repo,issue_id,issue_total_tokens,issue_body_tokens,issue_comment_tokens,issue_num_sections,issue_num_comments,issue_has_satd,issue_satd_section_ratio,issue_satd_token_ratio,issue_satd_primary_type,issue_sentiment_score,issue_sentiment_variance,issue_priority_score
spack,Issue_48479,552,0,407,9,7,1,0.1111111111111111,0.15579710144927536,requirement_debt,0.3115942028985507,0.7508751662815933,0.09102741469272756
spack,Issue_48477,120,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.13308845347841683
spack,Issue_48448,263,0,51,4,2,0,0.0,0.0,,0.6958174904942965,1.4841619800777806,0.16526950436221624
spack,Issue_48446,656,0,582,12,10,1,0.08333333333333333,0.0350609756097561,code/design_debt,-0.057926829268292686,0.9840465744596467,0.10463105756128531
spack,Issue_48444,446,0,307,9,7,0,0.0,0.0,,-0.1210762331838565,1.0415652838384042,0.14328007755142816
spack,Issue_48442,758,0,557,10,8,1,0.1,0.0633245382585752,documentation_debt,-0.8970976253298153,0.7282669989766154,0.11031894745160671
spack,Issue_48436,73,0,0,2,0,0,0.0,0.0,,1.0,0.0,-0.027980531354381215
spack,Issue_48430,162,0,12,4,2,0,0.0,0.0,,0.8765432098765432,0.8917847889041304,0.05022158049324459
spack,Issue_48427,153,0,3,3,1,1,0.3333333333333333,0.8758169934640523,requirement_debt,-0.9607843137254902,1.282583621683968,0.11322770751458594
spack,Issue_48414,123,0,2,3,1,0,0.0,0.0,,1.0,0.0,0.07660156156626932
spack,Issue_48391,261,0,15,3,1,0,0.0,0.0,,-0.8850574712643678,1.193288413264632,0.12226133232087488
spack,Issue_48342,233,0,44,5,3,0,0.0,0.0,,1.0,0.0,0.13284153402721313
spack,Issue_48327,159,0,0,2,0,1,0.5,0.06289308176100629,code/design_debt,-1.0,0.0,0.1420483373709051
spack,Issue_48312,199,0,52,5,3,0,0.0,0.0,,-0.3869346733668342,1.6140400494936995,0.10887932663211214
spack,Issue_48296,676,0,261,5,3,0,0.0,0.0,,-0.22781065088757396,1.1430219530128496,0.09929110145333139
spack,Issue_48293,379,0,152,4,2,1,0.25,0.37994722955145116,code/design_debt,-0.19788918205804748,1.0391601283756031,0.056463562842965345
spack,Issue_48267,676,0,383,10,8,0,0.0,0.0,,-0.4289940828402367,1.184035923111936,0.09311776228301301
spack,Issue_48266,232,0,56,7,5,0,0.0,0.0,,0.6293103448275862,1.2162285544419909,0.11098078790366171
spack,Issue_48262,68,0,0,2,0,0,0.0,0.0,,0.8823529411764706,1.7785467128027683,0.18598379689043715
spack,Issue_48254,284,0,104,5,3,0,0.0,0.0,,0.9366197183098591,0.7533128347550089,0.08837172551748554
spack,Issue_48253,307,0,43,3,1,0,0.0,0.0,,-0.7003257328990228,1.957339954093235,0.11314133508715796
spack,Issue_48250,288,0,51,4,2,0,0.0,0.0,,0.7361111111111112,1.5418595679012346,0.1907828593188589
spack,Issue_48246,109,0,36,4,2,0,0.0,0.0,,-0.3394495412844037,1.115225991078192,0.1663971014303927
spack,Issue_48243,296,0,174,4,2,0,0.0,0.0,,0.4527027027027027,1.2049397370343318,0.07481229202885883
spack,Issue_48240,184,0,0,2,0,1,0.5,0.9728260869565217,documentation_debt,0.9456521739130435,1.894258034026465,0.1355145141144261
spack,Issue_48234,95,0,3,3,1,0,0.0,0.0,,-1.0,0.0,0.11675796055396301
spack,Issue_48226,179,0,51,4,2,0,0.0,0.0,,0.5754189944134078,1.3311070191317373,0.14245334457188583
spack,Issue_48225,79,0,9,3,1,0,0.0,0.0,,-1.0,0.0,0.13962197939506465
spack,Issue_48216,64,0,0,2,0,0,0.0,0.0,,0.625,1.390625,0.07703092969266766
spack,Issue_48208,118,0,31,4,2,0,0.0,0.0,,0.8983050847457628,0.9086469405343294,0.11916805843759809
spack,Issue_48203,443,0,313,11,9,0,0.0,0.0,,-0.03837471783295711,1.0224042832412814,0.09194405961344021
spack,Issue_48197,328,0,247,11,9,0,0.0,0.0,,0.22560975609756098,0.9278398950840946,0.06566117165409495
spack,Issue_48196,199,0,6,3,1,0,0.0,0.0,,-0.9396984924623115,1.2565675950944,0.11910676264956446
spack,Issue_48187,669,0,468,12,10,1,0.16666666666666666,0.3692077727952167,documentation_debt,-0.23168908819133036,0.9764501375231532,0.054442612488702496
spack,Issue_48179,126,0,14,4,2,0,0.0,0.0,,-0.7777777777777778,1.6049382716049383,0.1431497359668846
spack,Issue_48175,180,0,0,2,0,0,0.0,0.0,,-0.9444444444444444,1.891975308641975,0.0907575375606019
spack,Issue_48173,511,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.11812239161979014
spack,Issue_48167,564,0,480,11,9,1,0.09090909090909091,0.31382978723404253,code/design_debt,-0.22340425531914893,1.0905284168072762,0.06341183753485607
spack,Issue_48163,615,0,411,9,7,1,0.1111111111111111,0.32682926829268294,documentation_debt,-0.07642276422764227,1.0228232753872255,0.1417019559578979
spack,Issue_48161,85,0,4,3,1,0,0.0,0.0,,-0.9058823529411765,1.2167012687427912,0.1434900101742109
spack,Issue_48159,345,0,274,5,3,0,0.0,0.0,,-0.808695652173913,1.9774669187145555,0.01041681886673424
spack,Issue_48140,351,0,114,6,4,0,0.0,0.0,,0.6182336182336182,1.3822128067142307,0.08702347736909569
spack,Issue_48121,2072,0,52,3,1,0,0.0,0.0,,1.0,0.0,0.0753926047935406
spack,Issue_48120,54,0,24,4,2,0,0.0,0.0,,0.14814814814814814,0.8737997256515775,0.07336608569319633
spack,Issue_48103,64,0,0,2,0,1,0.5,0.109375,code/design_debt,1.0,0.0,0.00406947290443686
spack,Issue_48100,598,0,441,11,9,0,0.0,0.0,,0.48494983277591974,0.9706582497043452,0.04414096282200346
spack,Issue_48073,445,0,314,11,9,0,0.0,0.0,,0.2,0.8581818181818183,0.0898659012506559
spack,Issue_48070,181,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.029264329436162376
spack,Issue_48046,131,0,1,3,1,0,0.0,0.0,,0.8778625954198473,1.1854010061573725,0.10135501355264406
spack,Issue_48037,141,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.1435707976874953
spack,Issue_48024,268,0,0,2,0,1,0.5,0.9626865671641791,requirement_debt,-1.0,0.0,0.12465106551986627
spack,Issue_48023,3064,0,30,3,1,0,0.0,0.0,,-1.0,0.0,0.11315404045593264
spack,Issue_48013,1209,0,833,13,11,1,0.15384615384615385,0.20181968569065342,requirement_debt,0.2704714640198511,1.0315438183844488,0.07503390680093462
spack,Issue_48004,132,0,38,5,3,0,0.0,0.0,,-0.42424242424242425,1.349678604224059,0.04609526661030406
spack,Issue_47973,284,0,47,3,1,1,0.3333333333333333,0.017605633802816902,code/design_debt,-1.0,0.0,0.18091911803310234
spack,Issue_47972,175,0,0,2,0,0,0.0,0.0,,0.9314285714285714,1.8675591836734695,0.11369419728214195
spack,Issue_47959,1657,0,51,4,2,0,0.0,0.0,,0.9541339770669885,1.9103716461936688,0.14901888007651853
spack,Issue_47949,85,0,18,3,1,0,0.0,0.0,,0.788235294117647,1.095824682814302,0.11355701193603562
spack,Issue_47924,133,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.05444090764456744
spack,Issue_47917,165,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.08785180568393021
spack,Issue_47903,403,0,35,3,1,0,0.0,0.0,,0.8114143920595533,2.199336243681077,0.11888093291870369
spack,Issue_47888,490,0,362,15,13,1,0.13333333333333333,0.1489795918367347,code/design_debt,0.0,1.0,0.10897778924230389
spack,Issue_47847,111,0,16,3,1,1,0.3333333333333333,0.7297297297297297,requirement_debt,-0.7477477477477478,1.060628195763331,0.12082994277310434
spack,Issue_47827,171,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09643060408794231
spack,Issue_47803,127,0,0,2,0,0,0.0,0.0,,-0.937007874015748,1.877983755967512,0.04880472836566686
spack,Issue_47802,161,0,0,2,0,0,0.0,0.0,,-0.937888198757764,1.8796342733690832,0.13801765454684622
spack,Issue_47791,288,0,173,7,5,0,0.0,0.0,,0.4513888888888889,0.8168471671075839,0.11582817088350311
spack,Issue_47760,245,0,48,3,1,0,0.0,0.0,,-0.6081632653061224,0.9644203803970569,0.07862680525764948
spack,Issue_47738,727,0,495,17,15,1,0.058823529411764705,0.07565337001375516,code/design_debt,-0.36451169188445665,1.2615199588914536,0.08714512450240272
spack,Issue_47737,239,0,61,4,2,0,0.0,0.0,,0.497907949790795,1.2479123264648728,0.09122461899728201
spack,Issue_47723,446,0,164,7,5,1,0.14285714285714285,0.1860986547085202,code/design_debt,0.7713004484304933,0.9337897116658,0.06547413342516174
spack,Issue_47715,208,0,39,3,1,0,0.0,0.0,,1.0,0.0,0.055363038619794205
spack,Issue_47709,46,0,4,3,1,0,0.0,0.0,,1.0,0.0,0.09043880573964798
spack,Issue_47704,125,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.1202774081590437
spack,Issue_47694,420,0,222,6,4,1,0.16666666666666666,0.030952380952380953,code/design_debt,0.21428571428571427,1.0459183673469385,0.11101878933868391
spack,Issue_47693,350,0,0,2,0,0,0.0,0.0,,-0.9828571428571429,1.9660081632653061,0.08853805158190314
spack,Issue_47691,281,0,96,10,8,0,0.0,0.0,,0.5587188612099644,1.0886792213877738,0.08327889745951793
spack,Issue_47685,287,0,77,5,3,0,0.0,0.0,,0.5121951219512195,1.4672218917311126,0.19826465073962016
spack,Issue_47677,88,0,14,4,2,0,0.0,0.0,,0.75,0.8125,0.11640476114910238
spack,Issue_47675,119,0,3,3,1,0,0.0,0.0,,-0.9495798319327731,1.2686486359249582,0.10497456511596698
spack,Issue_47674,593,0,142,7,5,0,0.0,0.0,,0.5649241146711635,1.8033599250551382,0.1259279677023105
spack,Issue_47672,636,0,482,14,12,1,0.07142857142857142,0.055031446540880505,code/design_debt,0.4088050314465409,0.9335186786236981,0.1063502807793941
spack,Issue_47659,94,0,0,2,0,1,0.5,0.9574468085106383,test_debt,1.0,0.0,0.09509527855403027
spack,Issue_47652,402,0,17,3,1,0,0.0,0.0,,-0.9154228855721394,1.2277171357144625,0.12591456623724678
spack,Issue_47614,357,0,0,2,0,0,0.0,0.0,,-0.9831932773109243,1.9666690205493964,0.15818005877330873
spack,Issue_47603,227,0,0,2,0,1,0.5,0.9823788546255506,code/design_debt,1.0,0.0,0.05817409776249786
spack,Issue_47598,108,0,0,2,0,0,0.0,0.0,,-0.9259259259259259,1.8573388203017833,0.10314522529432112
spack,Issue_47595,108,0,0,2,0,0,0.0,0.0,,-0.9259259259259259,1.8573388203017833,0.09606952241306185
spack,Issue_47589,194,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.11981665796488249
spack,Issue_47583,834,0,627,11,9,1,0.09090909090909091,0.1079136690647482,code/design_debt,-0.38369304556354916,0.937933237451896,0.12678067276503457
spack,Issue_47570,158,0,0,2,0,0,0.0,0.0,,-0.8860759493670886,1.785130588046787,0.06337196022924517
spack,Issue_47565,140,0,73,6,4,1,0.16666666666666666,0.18571428571428572,code/design_debt,0.5714285714285714,0.945578231292517,0.12321787504578126
spack,Issue_47502,247,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09151907091101012
spack,Issue_47490,166,0,49,5,3,0,0.0,0.0,,-0.6746987951807228,0.6455799100014514,0.10778645781185557
spack,Issue_47480,5710,0,2932,19,17,1,0.21052631578947367,0.2614711033274956,code/design_debt,0.9656742556917688,0.4077779433293745,0.08955800130581157
spack,Issue_47470,92,0,42,4,2,1,0.25,0.07608695652173914,code/design_debt,-0.08695652173913043,1.007561436672968,0.07816064988632386
spack,Issue_47446,185,0,57,5,3,1,0.2,0.05945945945945946,code/design_debt,-0.3837837837837838,1.3008035062089118,0.1058474319080096
spack,Issue_47442,204,0,51,4,2,0,0.0,0.0,,0.6274509803921569,1.3936947327950788,0.11681771601770156
spack,Issue_47439,201,0,73,5,3,0,0.0,0.0,,1.0,0.0,0.07715498872487686
spack,Issue_47432,151,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.10560968905882559
spack,Issue_47421,262,0,153,7,5,0,0.0,0.0,,-0.8549618320610687,0.5095856884796924,0.1333577370161235
spack,Issue_47391,178,0,0,2,0,0,0.0,0.0,,0.9662921348314607,1.933720489837142,0.11405225734761844
spack,Issue_47385,2153,0,1819,14,12,1,0.14285714285714285,0.03297724105898746,code/design_debt,0.6367858801672085,0.6777409655606598,0.13521196001879154
spack,Issue_47362,119,0,0,2,0,0,0.0,0.0,,-0.8991596638655462,1.8084881011228018,0.15414157324319425
spack,Issue_47354,116,0,9,3,1,0,0.0,0.0,,1.0,0.0,0.11718044281794734
spack,Issue_47352,250,0,51,4,2,0,0.0,0.0,,0.696,1.484416,0.12826587797794076
spack,Issue_47347,108,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.1104743843437127
spack,Issue_47319,605,0,439,6,4,1,0.16666666666666666,0.10578512396694215,code/design_debt,-0.1834710743801653,1.1559756847209888,0.07587853501337498
spack,Issue_47304,91,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.06238433629899745
spack,Issue_47300,319,0,117,4,2,0,0.0,0.0,,0.42946708463949845,1.18444197678875,0.09253442930910806
spack,Issue_47290,168,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.13993778924864625
spack,Issue_47271,1012,0,909,7,5,0,0.0,0.0,,0.7687747035573123,1.3713646295275441,0.11556823542344694
spack,Issue_47247,119,0,44,3,1,0,0.0,0.0,,0.19327731092436976,1.166207659534402,0.14752482953217402
spack,Issue_47246,182,0,109,6,4,0,0.0,0.0,,0.4725274725274725,0.9082638972748867,0.13568196741288063
spack,Issue_47239,301,0,93,5,3,1,0.2,0.6777408637873754,requirement_debt,0.840531561461794,0.6978554320592487,0.04910458103267281
spack,Issue_47226,148,0,15,3,1,0,0.0,0.0,,-0.7972972972972973,1.1041514487460435,0.07826892455612285
spack,Issue_47224,153,0,95,6,4,0,0.0,0.0,,0.3202614379084967,1.102567388611218,0.14424320789850278
spack,Issue_47210,411,0,176,8,6,0,0.0,0.0,,-0.8686131386861314,0.8858756460120412,0.12301495037198482
spack,Issue_47199,258,0,51,4,2,0,0.0,0.0,,-0.875968992248062,0.8913526831320234,0.13046560381572914
spack,Issue_47198,507,0,300,6,4,1,0.16666666666666666,0.17357001972386588,code/design_debt,-0.980276134122288,0.6539064536333541,0.05928715679311272
spack,Issue_47177,190,0,98,5,3,1,0.2,0.18421052631578946,documentation_debt,0.5578947368421052,0.6417728531855957,0.08360368279916475
spack,Issue_47174,433,0,301,18,16,0,0.0,0.0,,0.28868360277136257,0.8908824873281456,0.09738115055447945
spack,Issue_47169,154,0,6,3,1,0,0.0,0.0,,1.0,0.0,0.01605368196073472
spack,Issue_47163,1020,0,732,19,17,1,0.05263157894736842,0.026470588235294117,code/design_debt,-0.7647058823529411,1.021307594245129,0.08718076683105247
spack,Issue_47157,166,0,18,4,2,0,0.0,0.0,,-0.7831325301204819,1.6132965597329076,0.10793284590856345
spack,Issue_47151,899,0,67,5,3,0,0.0,0.0,,0.9221357063403782,0.7437714132994142,0.13099326517343185
spack,Issue_47150,498,0,331,15,13,0,0.0,0.0,,0.40963855421686746,0.8947113756229738,0.12801748785362735
spack,Issue_47147,239,0,51,4,2,0,0.0,0.0,,-0.8661087866108786,0.8840356436336899,0.19292988163454752
spack,Issue_47144,304,0,51,4,2,0,0.0,0.0,,0.7697368421052632,0.8227579639889198,0.17565006858204096
spack,Issue_47143,344,0,51,4,2,0,0.0,0.0,,-0.8837209302325582,1.780962682531098,0.17374510868800871
spack,Issue_47142,240,0,51,4,2,0,0.0,0.0,,0.675,1.455625,0.14747785114480375
spack,Issue_47140,117,0,51,4,2,0,0.0,0.0,,0.3333333333333333,1.1111111111111112,0.18183538321559062
spack,Issue_47135,114,0,37,6,4,0,0.0,0.0,,1.0,0.0,0.14260715246321762
spack,Issue_47122,333,0,72,3,1,0,0.0,0.0,,-0.5075075075075075,1.595902208514821,0.02220298292445902
spack,Issue_47101,97,0,0,2,0,1,0.5,0.979381443298969,requirement_debt,-0.9587628865979382,1.9192262727176113,0.08131891881191175
spack,Issue_47098,169,0,72,3,1,0,0.0,0.0,,0.0650887573964497,1.0476290512703803,0.10645923916980032
spack,Issue_47097,453,0,343,7,5,0,0.0,0.0,,-0.18322295805739514,1.0859200689471293,0.10457723478031271
spack,Issue_47096,154,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.11505429322074869
spack,Issue_47088,281,0,165,5,3,0,0.0,0.0,,-0.6227758007117438,0.6405187370980612,0.10090564351851665
spack,Issue_47085,233,0,33,3,1,1,0.3333333333333333,0.02575107296137339,code/design_debt,-1.0,0.0,0.10392646028613813
spack,Issue_47064,158,0,80,8,6,1,0.125,0.056962025316455694,code/design_debt,0.1518987341772152,0.9471238583560325,0.13199552054081376
spack,Issue_47063,744,0,222,6,4,1,0.3333333333333333,0.7016129032258065,test_debt,-0.3763440860215054,1.643426985778703,0.0800170544301553
spack,Issue_47048,283,0,10,3,1,0,0.0,0.0,,1.0,0.0,0.11448319578305313
spack,Issue_47045,220,0,0,2,0,1,0.5,0.9318181818181818,requirement_debt,-0.8636363636363636,1.7458677685950414,0.07303424900175197
spack,Issue_47044,316,0,167,6,4,1,0.16666666666666666,0.33860759493670883,documentation_debt,0.8734177215189873,1.1805800352507612,0.0884566881624719
spack,Issue_47034,824,0,51,4,2,1,0.25,0.9271844660194175,test_debt,0.8932038834951457,1.7978131774908097,0.12629603469507733
spack,Issue_47012,186,0,0,2,0,1,0.5,0.946236559139785,documentation_debt,1.0,0.0,0.07885770266007788
spack,Issue_46993,255,0,8,3,1,0,0.0,0.0,,-0.8980392156862745,1.2077816224529025,0.061463456523702865
spack,Issue_46986,55,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.039768442392660884
spack,Issue_46979,243,0,51,4,2,0,0.0,0.0,,0.7119341563786008,0.7949160866399093,0.14271635207529323
spack,Issue_46973,2834,0,1818,17,15,1,0.058823529411764705,0.032462949894142556,code/design_debt,0.5970359915314044,0.8647752762756717,0.0609010934744356
spack,Issue_46972,90,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.08701312586070269
spack,Issue_46970,236,0,67,3,1,0,0.0,0.0,,0.3898305084745763,1.411854830987264,0.13103988173917297
spack,Issue_46969,179,0,72,6,4,0,0.0,0.0,,-0.4860335195530726,1.236228582129147,0.10631244697255002
spack,Issue_46956,158,0,60,6,4,1,0.16666666666666666,0.11392405063291139,documentation_debt,-0.46835443037974683,1.2193558724563371,0.11974963374296335
spack,Issue_46953,116,0,0,2,0,1,0.5,0.06896551724137931,code/design_debt,-1.0,0.0,0.12755172046591354
spack,Issue_46943,338,0,51,4,2,1,0.25,0.8402366863905325,documentation_debt,0.7751479289940828,1.6008543118238154,0.14662682599762117
spack,Issue_46932,145,0,14,3,1,1,0.3333333333333333,0.8620689655172413,test_debt,1.0,0.0,0.1379290569832353
spack,Issue_46924,179,0,69,6,4,0,0.0,0.0,,1.0,0.0,0.12129843602377707
spack,Issue_46919,162,0,0,2,0,0,0.0,0.0,,0.8271604938271605,1.684194482548392,0.07675714281709235
spack,Issue_46916,168,0,22,3,1,0,0.0,0.0,,0.7380952380952381,1.0527210884353742,0.12102673108805413
spack,Issue_46915,112,0,0,2,0,0,0.0,0.0,,-0.8571428571428571,1.7346938775510203,0.10865450738258561
spack,Issue_46900,230,0,83,5,3,1,0.2,0.6304347826086957,requirement_debt,0.6956521739130435,0.6491493383742912,0.09901243088158374
spack,Issue_46897,165,0,80,5,3,0,0.0,0.0,,-0.45454545454545453,1.024793388429752,0.15343644500035306
spack,Issue_46877,242,0,20,3,1,0,0.0,0.0,,0.8347107438016529,1.140268196616807,0.07753443820417075
spack,Issue_46863,202,0,36,4,2,0,0.0,0.0,,0.9702970297029703,0.9711792961474366,0.12069074913493555
spack,Issue_46858,740,0,667,21,19,1,0.047619047619047616,0.01756756756756757,code/design_debt,0.7351351351351352,0.7702820967685834,0.07761097593275146
spack,Issue_46832,418,0,220,8,6,0,0.0,0.0,,-0.32057416267942584,1.102767793777615,0.05787107775110338
spack,Issue_46819,200,0,15,3,1,0,0.0,0.0,,0.74,2.0409333333333333,0.11665345709271499
spack,Issue_46815,259,0,41,4,2,0,0.0,0.0,,0.9691119691119691,0.970066039564109,0.15062563839168133
spack,Issue_46795,209,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.0012839816382616105
spack,Issue_46791,147,0,53,3,1,0,0.0,0.0,,-0.2789115646258503,0.8918506177981399,0.14288667967020277
spack,Issue_46770,336,0,180,6,4,0,0.0,0.0,,-0.4583333333333333,1.2100694444444442,0.14325091168598889
spack,Issue_46754,163,0,24,3,1,0,0.0,0.0,,-0.7055214723926381,1.0274128997453171,0.08160278888887465
spack,Issue_46681,683,0,3,3,1,0,0.0,0.0,,-0.9824304538799414,2.620123232630709,0.13690980631657929
spack,Issue_46670,378,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.08642653801352901
spack,Issue_46656,574,0,323,3,1,0,0.0,0.0,,-1.0,0.0,0.09247155832890387
spack,Issue_46619,118,0,0,2,0,1,0.5,0.9491525423728814,documentation_debt,0.8983050847457628,1.8069520252800921,0.13771364895492805
spack,Issue_46610,546,0,367,16,14,0,0.0,0.0,,0.36996336996337,1.044382052623811,0.06751011370187254
spack,Issue_46604,96,0,25,4,2,1,0.5,0.7395833333333334,documentation_debt,-0.7083333333333334,0.7934027777777779,0.06337018182912997
spack,Issue_46600,86,0,2,3,1,0,0.0,0.0,,-1.0,0.0,0.1267353106954978
spack,Issue_46574,128,0,17,4,2,0,0.0,0.0,,-0.953125,0.955322265625,0.13564609580342107
spack,Issue_46565,435,0,45,3,1,0,0.0,0.0,,0.7793103448275862,2.1268648434403485,0.12401916696125097
spack,Issue_46564,125,0,48,4,2,0,0.0,0.0,,-0.504,1.254016,0.10392306484151499
spack,Issue_46558,396,0,76,5,3,0,0.0,0.0,,0.6717171717171717,1.719890827466585,0.1470767919348184
spack,Issue_46552,529,0,400,11,9,0,0.0,0.0,,0.14933837429111532,0.8865397915894448,0.12046921520457056
spack,Issue_46546,318,0,121,3,1,0,0.0,0.0,,0.2389937106918239,0.8977888532890314,0.11859272260580758
spack,Issue_46542,596,0,492,9,7,0,0.0,0.0,,-0.06375838926174497,0.961559539360089,0.12952006237940875
spack,Issue_46526,133,0,0,2,0,0,0.0,0.0,,-0.8195488721804511,1.6716603538922494,0.08577686905639323
spack,Issue_46507,38,0,10,3,1,1,0.3333333333333333,0.6052631578947368,documentation_debt,0.47368421052631576,0.9085872576177284,0.16592250605324327
spack,Issue_46506,2067,0,1816,29,27,1,0.06896551724137931,0.1320754716981132,code/design_debt,0.06724721819061441,0.9720580140554586,0.0756709001856886
spack,Issue_46497,348,0,51,4,2,1,0.25,0.8448275862068966,code/design_debt,-0.9080459770114943,0.9165015193552649,0.13620848291221993
spack,Issue_46493,43,0,0,2,0,0,0.0,0.0,,0.6744186046511628,1.4548404542996214,0.09361885022493475
spack,Issue_46481,235,0,51,4,2,0,0.0,0.0,,0.7021276595744681,0.790855590765052,0.1397718058483135
spack,Issue_46468,591,0,444,13,11,0,0.0,0.0,,-0.038917089678511,1.0194762735668192,0.09770819988506667
spack,Issue_46466,192,0,24,3,1,1,0.3333333333333333,0.8072916666666666,documentation_debt,1.0,0.0,0.11699346231708362
spack,Issue_46450,119,0,13,4,2,1,0.25,0.06722689075630252,code/design_debt,0.8151260504201681,1.6644304780735824,0.1103629690909382
spack,Issue_46443,234,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.03957177730304228
spack,Issue_46417,1020,0,877,12,10,1,0.08333333333333333,0.05392156862745098,requirement_debt,0.013725490196078431,1.0001883890811227,0.10381112202518486
